Datetime,Open,High,Low,Close,Volume,date
2015-08-26 10:05:00,7871.95,7879.6,7864.55,7879.6,0,2015-08-26
2015-08-26 10:10:00,7880.0,7891.7,7874.75,7891.7,0,2015-08-26
2015-08-26 10:15:00,7891.6,7891.6,7868.95,7870.3,0,2015-08-26
2015-08-26 10:20:00,7870.35,7883.35,7866.5,7883.15,0,2015-08-26
2015-08-26 10:25:00,7882.95,7895.95,7880.55,7894.65,0,2015-08-26
2015-08-26 10:30:00,7894.75,7911.7,7894.75,7902.9,0,2015-08-26
2015-08-26 10:35:00,7902.75,7929.85,7901.8,7928.1,0,2015-08-26
2015-08-26 10:40:00,7928.35,7928.4,7914.2,7920.75,0,2015-08-26
2015-08-26 10:45:00,7919.8,7920.65,7903.1,7904.15,0,2015-08-26
2015-08-26 10:50:00,7904.0,7917.95,7904.0,7910.4,0,2015-08-26
2015-08-26 10:55:00,7910.6,7913.95,7896.5,7901.0,0,2015-08-26
2015-08-26 11:00:00,7901.4,7913.15,7898.6,7905.6,0,2015-08-26
2015-08-26 11:05:00,7905.45,7908.4,7899.85,7907.25,0,2015-08-26
2015-08-26 11:10:00,7907.15,7912.15,7905.15,7911.35,0,2015-08-26
2015-08-26 11:15:00,7911.9,7917.4,7911.0,7914.7,0,2015-08-26
2015-08-26 11:20:00,7914.65,7919.8,7907.8,7907.8,0,2015-08-26
2015-08-26 11:25:00,7907.15,7919.2,7902.6,7913.4,0,2015-08-26
2015-08-26 11:30:00,7912.85,7918.7,7911.15,7917.1,0,2015-08-26
2015-08-26 11:35:00,7917.3,7919.45,7912.85,7913.45,0,2015-08-26
2015-08-26 11:40:00,7913.65,7914.95,7889.6,7889.6,0,2015-08-26
2015-08-26 11:45:00,7888.9,7895.55,7880.8,7889.8,0,2015-08-26
2015-08-26 11:50:00,7889.55,7891.35,7874.7,7890.55,0,2015-08-26
2015-08-26 11:55:00,7891.2,7900.15,7891.2,7893.5,0,2015-08-26
2015-08-26 12:00:00,7892.9,7893.15,7882.0,7882.85,0,2015-08-26
2015-08-26 12:05:00,7882.65,7883.55,7860.25,7860.8,0,2015-08-26
2015-08-26 12:10:00,7861.0,7876.9,7854.05,7874.7,0,2015-08-26
2015-08-26 12:15:00,7874.75,7875.0,7852.25,7852.3,0,2015-08-26
2015-08-26 12:20:00,7851.65,7867.4,7847.7,7867.2,0,2015-08-26
2015-08-26 12:25:00,7867.2,7875.3,7862.65,7864.7,0,2015-08-26
